,,,,,oral_scc,oral_non,oral_lip_scc,oral_lip_non,oral_tongue_scc,oral_tongue_non,oral_salivary_scc,oral_salivary_non,oral_floor_scc,oral_floor_non,oral_gum_scc,oral_gum_non,oral_nasopharynx_scc,oral_nasopharynx_non,oral_tonsil_scc,oral_tonsil_non,oral_oropharynx_scc,oral_oropharynx_non,oral_hypopharynx_scc,oral_hypopharynx_non,oral_other_scc,oral_other_non
  IA: Harrison County (19085),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Henry County (19087),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Howard County (19089),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Humboldt County (19091),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Ida County (19093),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Iowa County (19095),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jackson County (19097),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jasper County (19099),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jefferson County (19101),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2005-2009,male,0-44,b,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2005-2009,male,45-64,b,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2010-2013,male,0-44,b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Johnson County (19103),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Johnson County (19103),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2010-2013,male,45-64,b,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
  IA: Jones County (19105),2010-2013,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2010-2013,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2010-2013,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Jones County (19105),2010-2013,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2000-2004,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2000-2004,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2000-2004,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2000-2004,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2000-2004,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2000-2004,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2005-2009,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2005-2009,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2005-2009,male,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2005-2009,female,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2005-2009,female,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2005-2009,female,65+,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2010-2013,male,0-44,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
  IA: Keokuk County (19107),2010-2013,male,45-64,b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
